,deck_code,region_1,region_2,champion_1,champion_2,champion_3,champion_4,matches_played
156,CIBAGAIDFYZTOBIBAUUDCMRVGYBQEAIDAQLACAQDBECQCBIBB4RSWOAA,Noxus,Shadow Isles,Elise,None,None,None,79
157,CIBAGAICA4JSABIBAAESKKZNGQBAMAIAAMFRKGQ5D4AQEAAFAEBACAAHEA,Ionia,Demacia,Shen,Fiora,None,None,79
158,CICAIAICAIGCMOIFAECBAGZHGQ4AEAQCAEEQCAQEBAAQEAICEUYQA,Ionia,Piltover & Zaun,Heimerdinger,Vi,None,None,78
159,CIBAGAIDCQTTOCIBAQAQYDI4E4UC2NBXAIAQCAYDAEAQIJQA,Noxus,Piltover & Zaun,Draven,Jinx,None,None,78
160,CIBQCAIFAMEACAYCBAHRIHRFEYUAGAQDAMCAKAICAEBQYLYA,Shadow Isles,Noxus,Draven,Darius,None,None,78
161,CIBQCAQGCYDQCAABBELB2JRHFMBAEAAJBIBAGAIACUNCKAQCAADQQAA,Bilgewater,Demacia,Miss Fortune,Lucian,None,None,78
162,CIBQCAIBCYBAEAICA4DAEBQVCYOC2OR6AIAQEAIGAUBAMBIIBMKBWAIBAIDBC,Freljord,Bilgewater,Sejuani,Miss Fortune,None,None,77
163,CIBAIAIEBYIB6OAFAEAA6IJIFIYAEAQBAQNTCBABAALRUJJJAEAQCABS,Piltover & Zaun,Demacia,Heimerdinger,Lux,None,None,77
164,CIBAGAIDCQTTOCIBAQAQYHBGE4UC2NBWAIAQCAZDAEAQIDIA,Noxus,Piltover & Zaun,Draven,Jinx,None,None,77
165,CIBQCAQGHIAQCAIDAIBACBQJAMBACAIUFIBAEAICAQDQEBQBAQFREHBAFUBQCAIBEEBQEBQCCQZAEAQBAUEA,Bilgewater,Freljord,Sejuani,Gangplank,None,None,76
166,CICACAICB4AQEAQFAIAQGLRXAMBAGAIHBEBQEAIDEQ3AKAICAIGCKLRYAIBAEAQJAEAQCARR,Ionia,Noxus,Yasuo,Swain,None,None,75
167,CIBQEAIBAMRAOAIFA4FR4KBLGAYQGAQFAECAMAQBAECRSAICAEDQA,Freljord,Shadow Isles,Kalista,None,None,None,75
168,CIBQGAQGDIVS2BQBAQARYHZEFU2ACAQEBIBAEAQGA4EQGAIEBQTCOAA,Bilgewater,Piltover & Zaun,Twisted Fate,Ezreal,None,None,75
169,CIBQCAIBCYBQEAICAYDQOAQGAUEBKFRNHI7ACAYCAYFRIHABAEBAMMY,Freljord,Bilgewater,Sejuani,Miss Fortune,None,None,73
170,CIBQEAIEBATQQAICAYEQYEIXEYYDEAICAIFAGAIBAQ2ACAICGEAQEAQFAEAQCAQV,Piltover & Zaun,Ionia,Teemo,Zed,None,None,73
171,CIBQCAIDCQEACBABDMRCMKZNGQ5AGAQEAEEASAQBAEBTGAIBAQOAA,Noxus,Piltover & Zaun,Draven,Vi,None,None,73
172,CIBAIAIDAMKCGJYIAECACDA4EYTSQLJUAIAQCAYTAEAQIDIA,Noxus,Piltover & Zaun,Draven,Jinx,None,None,72
173,CIBQCAIBCYEQCAQCAYEQYEIUFQZDSAICAICQEAIBAI2ACAQBA4BACAIBAQBACARKGE,Freljord,Ionia,Zed,None,None,None,72
174,CIBQIAIEDMPSINADAEBAEKJZAQBAEAIDAUEQCAYBAQASOOQBAEAQEMI,Piltover & Zaun,Ionia,Ezreal,Karma,None,None,71
175,CIBAIAIDAQMB6IIFAEAQWFQ6EYYAGAIBAMNAGAIBAQVDEAICAEBAEAICAEDQEAIDGM2Q,Noxus,Freljord,Ashe,Sejuani,None,None,71
176,CIBQEAIFB4UAGAQFA4EAUBYCAYOSKJZMF42TQAICAECQCGIA,Shadow Isles,Bilgewater,Maokai,Nautilus,None,None,70
177,CIBAGAIDCQTTOCABAQGBYJRHFAWTMNYCAEAQIDICAEBQOGIBAEAQIAI,Noxus,Piltover & Zaun,Draven,Jinx,None,None,70
178,CIBAGAIAEEVDEBIBAIAQEBBJGEBQCAQCAUDACAAPC4MBUKBQAEBAABIA,Demacia,Ionia,Lux,Karma,None,None,70
179,CIBQEAIDD4QQOAIBBMLB4JRJFIYACAQBAIBAEAIBAMCAGAIDAQMDKAA,Noxus,Freljord,Ashe,Sejuani,None,None,69
180,CIBQEAIDFY3QOAIFDYUCWMBRGU4AGAQFAECAMAQBAEBQ6AIBAUSAA,Noxus,Shadow Isles,Kalista,Elise,None,None,69
181,CIBQCAQGCYDACAABBELB2JZLAIBAACIKAMAQEBQIAQAQAFI2EUTACAQABAAQCAQAA4,Bilgewater,Demacia,Miss Fortune,Lucian,None,None,69
182,CIBQCAIFAMEACAYIB4KB4JJGFAXQEAQDAQCQEAQBAMBBQAICAMBQCAIBAMXA,Shadow Isles,Noxus,Draven,Darius,None,None,69
183,CICAIAIBAMDRMKIBAIAQOBIBAACAWGRLFUBAEAAJBIBACAQAAEAQEAICAA,Freljord,Demacia,Fiora,Sejuani,None,None,69
184,CIBAEAIEGQ3AUAQGAQEAWGQ4EAQS2MJ2AIAQCBA7AEBAMEQA,Piltover & Zaun,Bilgewater,Twisted Fate,Gangplank,None,None,68
185,CIBQEAIBAMRAOAIFBMMR4KZQGE2QCAQFAYBQCAQBA4BACBIPCABAEBIBAQAA,Freljord,Shadow Isles,Kalista,Elise,None,None,68
186,CIBQMAIAAYHRUIJKGECQCAIIBEIBSNICAIAQGBYAAEAQEAAB,Demacia,Freljord,Lux,Braum,None,None,68
187,CIBQCAIBCYBQEAICAYDQOAQGAUFRKFRNHI7ACAQCAYKBYAQBAEAQIAQCAYEBC,Freljord,Bilgewater,Sejuani,Miss Fortune,None,None,68
188,CIBAEAIEEQ2AUAQGAQEASCYSDIOCCLJRAIAQCBA7AEBAMFAA,Piltover & Zaun,Bilgewater,Ezreal,Twisted Fate,None,None,68
189,CIBQIAQGE4XTKOACAECSQNQDAICQOCAKAIBQCBIBB4OQGAQGDUPCYAIBAECRS,Bilgewater,Shadow Isles,Nautilus,Maokai,None,None,67
190,CIBAEAQDAEDQOAQGAQEAWGRNGI5AGAQCAYKBYAIBAMLAGAQDAMEASAIBAIDAY,Noxus,Bilgewater,Swain,Twisted Fate,None,None,67
191,CIBQIAQGDIOSMPIHAEAQICIWDUQCSLQBAIAQOAICAEAQGCQA,Bilgewater,Freljord,Twisted Fate,Braum,None,None,67
192,CIBAEAIDCQ3QSAIEAEGBYJRHFAWTINQCAIAQGGJHAEBAGAYBAEAQIDI,Noxus,Piltover & Zaun,Draven,Jinx,None,None,65
193,CIBAKAIBAMERIGBSAUAQKAY5FAVTCAQBAIAQOBABAUAQ6FBWAA,Freljord,Shadow Isles,Braum,Anivia,None,None,65
194,CIBQIAIBAMERQMQFAECRIHJAFAYQCAQBA4BACAIBBMCACBIBB4VTMAA,Freljord,Shadow Isles,Braum,Anivia,None,None,64
195,CIBAIAICBIJSAKYIAEAASCY2DUQSKKRLAEAQCARRAEBACABJGQ,Ionia,Demacia,Shen,Lux,None,None,64
196,CIBAGAIFFA3DOCABAEBQYFAXDATSSMQCAEAQCCYCAECQ6HIBAEAQKAI,Shadow Isles,Freljord,Anivia,Tryndamere,None,None,64
197,CIBQEAIEC4OAMAIFEISCQKZRGUAQEBIBAMAQCBARAEAQKOADAICQEBAIAIAQCBBRAIAQKAJW,Piltover & Zaun,Shadow Isles,Elise,Maokai,None,None,63
198,CIBAKAIBBMLB4JRQAUAQGBAYDIPSCAYBAEBTKAQBAECCUAICAEBAEAIBAMZQCAQBA4,Freljord,Noxus,Ashe,Sejuani,None,None,63
199,CIBAKAIBBMLB4JRQAUAQGBAYDIPSCAYBAEBTKAQBAECCUAICAEBAEAIBAEAQCAIDGM,Freljord,Noxus,Ashe,Sejuani,None,None,63
200,CICAGAIBAMLCEAICAEDQKAIFDYUDAMJVAIBAKBAGAIBACBIHDEAQEBIBAEAQCBJL,Freljord,Shadow Isles,Kalista,Elise,None,None,62
201,CIBQGAIDFYZTOAICAMEQQAIFAEOSQKZRGI2TMAQBAEBRMAIBAUHQA,Noxus,Shadow Isles,Elise,None,None,None,62
202,CIBAEAIDAQPQMAIBAMFRMJRJGABQEAIDEE2QIAIBAQDR4KQBAIAQEAQBAEBTGAICAEDQ,Noxus,Freljord,Ashe,Sejuani,None,None,62
203,CIBAGAIDAQPSCBQBAEDQWFRGFEYAGAIBAM2QGAIBAMPCUAICAEBAGAIBAMZQCAIBAEAQEAIH,Noxus,Freljord,Ashe,Sejuani,None,None,62
204,CIBQGAIDDYXTABABAECASFRAAMBACBQHBIBQEAIDAQDAEAIBFYZACAQBAEAA,Noxus,Freljord,Braum,Vladimir,None,None,62
205,CIBQCAICBEDQCAAPCULBUHJGFMBAEAAJBIBQCAQAA4BQCAQCGE4QCAQCBAAA,Ionia,Demacia,Zed,Lucian,None,None,62
206,CIBQKAIDBMJRWJRPAQAQIEQ2FIZACAQEBAAQIAIDBYMCENYBAIAQGBBY,Noxus,Piltover & Zaun,Darius,Vi,None,None,61
207,CIBAKAIEBYIBWNBYAYAQADYXDIQSQKQDAEBAIBQBAEACSAICAAFACAICAACQ,Piltover & Zaun,Demacia,Heimerdinger,Lux,None,None,61
208,CIBQKAQGAUKRMOR6AMAQACIVDUCQEAABAYDQSCQAAEAQEBQR,Bilgewater,Demacia,Miss Fortune,Quinn,None,None,61
209,CIBQIAQGE4XTKOACAECSQNQDAICQOCAKAIBQCBIBDEOQGAQGDUPCYAIBAECQ6,Bilgewater,Shadow Isles,Nautilus,Maokai,None,None,61
210,CIBQEAIFDE4AQAIBAMCAKCYWDIQCKAICAEDAEAIBAERQEAQBA4FACAIBAETQ,Shadow Isles,Freljord,Tryndamere,None,None,None,61
211,CIBAGAIEDMSDICACAYEAWGQ4EEWTCOQCAEAQIHYCAIDAIFABAEBAMHI,Piltover & Zaun,Bilgewater,Ezreal,Twisted Fate,None,None,61
212,CIBQGAIDAQPSCBIBAEFRMHRGGAAQEAICAMBACAYYGUBQCAIEFEVACAQBA4AQCAIDGM,Noxus,Freljord,Ashe,Sejuani,None,None,61
213,CIBAGAIDAQPSCBQBAEBQOCYWEYYAGAIBAM2QIAIBAQPCSKQBAIAQEAIBAEBTG,Noxus,Freljord,Ashe,Sejuani,None,None,60
214,CIBAGAIDAMKCOBYBAQAQYDI4E4UC2AIFAEBQWGJDF43QA,Noxus,Piltover & Zaun,Draven,Jinx,None,None,60
215,CIBQCAIDFYBQEAYDA4EQOAQGAQEAWGQ4EYWQEAIBAMCAEAQDAEEACAICAYJA,Noxus,Bilgewater,Swain,Twisted Fate,None,None,60
216,CIBAGAIEDMSDICICAYCAQCYSDIOCCLJ2AIAQCBA7AEBAMFAA,Piltover & Zaun,Bilgewater,Ezreal,Twisted Fate,None,None,60
217,CIBAIAIEDMSCWNAHAIDAQCY4EEWTCOQCAEBAMFACAECB6OQBAEBAMGQ,Piltover & Zaun,Bilgewater,Ezreal,Twisted Fate,None,None,60
218,CIBAGAQFA4EAUBICAYLSOLBPHABACAIFDECQEBQ5DYSSSNIDAEBAMNQCAECS2NQBAICQG,Shadow Isles,Bilgewater,Maokai,Nautilus,None,None,59
219,CICAGAIDCQVS4AICAMEQMAIEAENR6JBRGQAQEBAGAIAQCAZXAIAQIJZ2AEAQCBA4,Noxus,Piltover & Zaun,Draven,Ezreal,None,None,59
